id,facultad,nombre,universidad_id
1,0,Facultad Regional Mendoza,1
2,0,Facultad Regional Buenos Aires,1
3,0,Facultad Regional San Rafael,1
4,0,Facultad Regional Córdoba,1
5,0,Facultad Regional Rosario,1
